latitude,longitude,violation_time,violation_type,issue_date
40.668879,-73.720391,10:59,No Standing,2022-05-09
40.785859,-73.848258,07:04,Double Parking,2023-08-09
40.537316,-73.828819,05:28,Fire Hydrant,2022-03-04
40.615637,-74.191644,09:29,Blocking Driveway,2023-04-15
40.852663,-74.208582,22:44,Expired Registration,2024-05-27
40.495153,-73.792069,22:15,Street Cleaning,2023-03-03
40.651827,-74.231751,05:01,No Standing,2023-05-27
40.853595,-73.948489,14:06,Expired Meter,2024-04-04
40.530864,-74.224645,12:23,Parking in No Standing Zone,2022-03-07
40.733739,-74.114497,06:57,Fire Hydrant,2022-01-03
40.833653,-74.207712,14:03,Expired Meter,2023-02-02
40.884203,-74.017096,00:24,No Standing,2024-07-16
40.55347,-74.139138,14:56,Expired Meter,2022-05-09
40.492653,-73.913166,15:26,Bus Stop,2022-11-10
40.688269,-74.21009,06:41,Bus Stop,2023-03-14
40.587075,-73.703703,22:22,Fire Hydrant,2024-01-13
40.717097,-73.98831,12:17,Expired Meter,2024-09-11
40.488873,-73.925491,15:33,Street Cleaning,2022-05-02
40.814964,-73.70062,21:15,Blocking Driveway,2022-02-08
40.71233,-73.817036,07:36,No Standing,2024-01-25
40.633585,-73.790227,18:20,Street Cleaning,2022-03-08
40.879734,-74.243341,18:09,Expired Registration,2024-06-19
40.894872,-73.791637,05:31,No Parking,2023-09-10
40.517131,-74.129133,15:00,Street Cleaning,2022-01-17
40.881458,-74.146542,05:58,Street Cleaning,2022-06-23
40.503617,-74.176573,03:54,Bus Stop,2024-03-25
40.856267,-73.722436,12:37,Parking in No Standing Zone,2023-12-22
40.625554,-74.078862,20:31,Street Cleaning,2022-12-14
40.554084,-73.717863,11:14,Expired Registration,2024-10-26
40.835923,-74.047697,04:11,No Parking,2024-12-10
40.895057,-73.729062,05:38,Street Cleaning,2023-10-02
40.882841,-73.71854,03:59,Fire Hydrant,2022-11-19
40.539311,-73.842677,05:40,Parking in No Standing Zone,2022-06-11
40.839096,-73.884757,00:16,Double Parking,2024-06-15
40.587248,-74.221223,00:03,No Standing,2023-02-24
40.670305,-74.02464,12:22,Bus Stop,2022-07-16
40.642628,-73.796046,21:14,Expired Meter,2024-11-25
40.676057,-73.81259,10:16,Parking in No Standing Zone,2022-05-01
40.510063,-74.164062,02:35,Parking in No Standing Zone,2023-03-24
40.626166,-73.708626,13:41,Expired Meter,2023-12-01
40.744741,-74.016512,06:12,No Standing,2022-02-11
40.784306,-73.855697,21:18,Blocking Driveway,2024-09-09
40.581969,-74.231369,15:09,No Parking,2024-09-27
40.636237,-74.020197,19:30,Double Parking,2023-11-21
40.520094,-74.143475,15:54,Parking in No Standing Zone,2024-05-03
40.613137,-74.037035,02:41,Bus Stop,2023-11-09
40.647989,-74.051811,14:02,Blocking Driveway,2023-06-06
40.670974,-74.111938,04:48,Parking in No Standing Zone,2023-10-02
40.515128,-74.067024,18:14,Bus Stop,2024-07-25
40.504245,-74.042824,21:55,Fire Hydrant,2024-07-18
40.729509,-74.127447,22:02,Bus Stop,2023-02-13
40.728851,-73.970354,04:07,Fire Hydrant,2024-11-20
40.553501,-73.709134,01:27,Parking in No Standing Zone,2022-04-05
40.912441,-74.015846,19:16,Street Cleaning,2024-03-27
40.878336,-73.748351,17:25,Bus Stop,2022-02-13
40.620961,-74.104787,22:39,Expired Registration,2023-01-26
40.707432,-74.024673,18:37,Expired Registration,2023-03-05
40.811238,-73.734118,03:50,Blocking Driveway,2022-10-25
40.859263,-73.767368,20:31,Expired Registration,2023-05-13
40.745465,-74.238168,19:38,No Standing,2023-07-05
40.494472,-73.762095,01:47,Fire Hydrant,2023-12-08
40.882752,-73.757929,09:19,Blocking Driveway,2022-06-27
40.848421,-73.779604,07:08,Blocking Driveway,2024-02-28
40.906251,-74.011534,13:38,Parking in No Standing Zone,2023-05-24
40.560129,-74.140996,16:55,Street Cleaning,2023-12-16
40.838812,-73.971219,22:32,No Standing,2022-02-10
40.537113,-73.783481,06:56,Double Parking,2024-01-06
40.845837,-74.11971,22:12,Blocking Driveway,2023-01-12
40.639549,-73.999741,21:01,Double Parking,2023-11-04
40.64136,-73.927208,17:22,Street Cleaning,2022-08-19
40.549379,-73.759347,09:01,No Standing,2024-12-03
40.499256,-73.78207,07:43,Double Parking,2022-04-21
40.595851,-74.030308,15:58,Expired Meter,2022-11-01
40.762373,-73.923242,19:51,Blocking Driveway,2022-04-09
40.791148,-73.862776,11:29,Blocking Driveway,2023-07-13
40.573456,-74.090292,18:06,No Parking,2024-10-13
40.702568,-73.889042,19:38,Blocking Driveway,2023-09-21
40.608789,-74.198702,20:20,Blocking Driveway,2022-06-09
40.592357,-73.861812,04:33,Double Parking,2024-05-07
40.873442,-73.809106,10:43,Expired Meter,2024-07-22
40.794909,-73.892928,12:24,No Parking,2023-05-14
40.734047,-73.703331,22:14,Bus Stop,2022-06-24
40.758386,-73.993307,09:54,Expired Meter,2024-06-17
40.847449,-73.769402,15:08,Blocking Driveway,2022-05-04
40.796627,-73.946769,20:05,Double Parking,2022-11-11
40.633796,-73.84331,10:23,Blocking Driveway,2023-07-26
40.735168,-73.999997,20:37,Expired Registration,2022-08-02
40.893081,-74.219312,21:24,Bus Stop,2022-09-04
40.608736,-74.228896,10:26,Expired Registration,2022-03-07
40.87043,-73.707859,22:11,Parking in No Standing Zone,2022-06-28
40.692033,-73.906542,01:00,Fire Hydrant,2022-06-21
40.597807,-73.833821,05:31,Parking in No Standing Zone,2022-10-25
40.534365,-74.016785,15:24,No Parking,2023-07-14
40.494007,-74.147687,16:12,No Parking,2023-01-11
40.775305,-73.90897,11:19,Expired Meter,2022-04-23
40.522612,-73.977886,01:19,Blocking Driveway,2023-03-03
40.678099,-73.968415,21:08,Street Cleaning,2024-06-14
40.9159,-73.985237,12:01,Double Parking,2022-03-26
40.576146,-73.708848,18:32,Expired Meter,2022-12-01
40.531616,-73.861803,08:49,Bus Stop,2022-07-21
40.751704,-73.927275,20:53,No Parking,2022-11-04
40.498633,-74.194408,17:16,Fire Hydrant,2023-07-04
40.786362,-74.14429,09:26,Parking in No Standing Zone,2024-11-01
40.769025,-74.108264,13:53,Parking in No Standing Zone,2024-12-05
40.7026,-73.913992,03:31,Double Parking,2023-02-26
40.745483,-73.824454,22:26,Blocking Driveway,2024-04-12
40.547996,-73.952855,10:15,No Parking,2022-12-16
40.483012,-74.209374,15:09,Parking in No Standing Zone,2022-10-22
40.820547,-74.217171,20:14,Fire Hydrant,2024-02-09
40.912611,-74.093712,05:55,No Parking,2023-01-04
40.85256,-74.057848,23:07,Parking in No Standing Zone,2024-06-14
40.852118,-73.761694,20:10,Street Cleaning,2022-03-22
40.634784,-74.014549,02:23,Street Cleaning,2024-05-24
40.557899,-74.035186,12:44,Fire Hydrant,2023-05-27
40.829516,-73.896589,22:46,No Parking,2022-02-05
40.909487,-73.787362,15:51,Expired Registration,2022-07-19
40.776029,-74.15783,00:55,Expired Meter,2023-06-20
40.690052,-73.986386,02:16,Street Cleaning,2023-08-02
40.482841,-73.773963,23:36,Double Parking,2024-12-19
40.90787,-73.884858,22:44,Expired Registration,2023-09-17
40.519326,-73.889401,21:43,No Standing,2022-08-12
40.542838,-73.797369,20:59,Expired Meter,2024-01-01
40.699951,-73.996908,15:20,Double Parking,2023-03-03
40.62306,-74.103694,20:24,No Standing,2024-04-18
40.837089,-74.215057,02:54,Fire Hydrant,2023-10-15
40.674199,-74.192778,00:06,No Standing,2023-12-21
40.658911,-73.947831,19:39,Blocking Driveway,2022-02-26
40.869227,-73.944925,10:23,No Parking,2024-11-15
40.836862,-73.78738,19:38,Fire Hydrant,2023-09-25
40.792873,-74.056127,21:14,No Parking,2023-02-04
40.627665,-73.795444,11:44,Parking in No Standing Zone,2023-09-17
40.497552,-74.167386,23:26,Parking in No Standing Zone,2022-12-24
40.589338,-74.149639,14:52,Double Parking,2022-07-07
40.79293,-74.198891,21:37,Parking in No Standing Zone,2023-01-21
40.817298,-74.007403,04:31,No Parking,2024-10-17
40.710866,-74.231963,16:49,Expired Meter,2023-10-16
40.781938,-74.162082,21:38,Expired Registration,2022-02-13
40.865963,-73.977454,22:48,Double Parking,2023-07-20
40.597837,-73.72074,04:08,No Standing,2023-08-26
40.742631,-73.763848,22:35,Street Cleaning,2024-05-27
40.790767,-73.736429,06:39,Blocking Driveway,2024-04-07
40.779646,-73.74443,05:32,Bus Stop,2022-12-21
40.783036,-74.078986,15:37,Expired Registration,2022-06-18
40.892365,-73.862354,17:18,No Standing,2024-12-27
40.833216,-73.967051,01:42,No Parking,2022-07-05
40.565397,-73.839972,08:09,No Parking,2022-05-22
40.7814,-74.094205,14:06,Expired Registration,2024-01-12
40.859509,-73.845946,17:24,Double Parking,2022-12-21
40.702308,-73.813909,21:03,No Standing,2024-05-23
40.648002,-73.724591,01:00,Blocking Driveway,2024-06-18
40.566799,-73.773674,22:45,Street Cleaning,2023-04-21
40.809798,-73.953706,23:12,Blocking Driveway,2024-04-25
40.674968,-73.709645,23:32,Parking in No Standing Zone,2022-03-06
40.643443,-74.019693,05:37,Blocking Driveway,2024-05-05
40.479885,-73.998561,10:38,No Parking,2022-01-05
40.817966,-73.909708,18:35,Street Cleaning,2024-05-16
40.509482,-73.863718,16:04,Bus Stop,2024-04-06
40.547555,-73.955681,07:56,Double Parking,2023-02-12
40.7694,-74.074133,19:33,Fire Hydrant,2023-04-25
40.916117,-73.798905,21:22,Fire Hydrant,2024-01-04
40.583201,-73.900267,21:56,Street Cleaning,2024-04-02
40.64528,-73.814259,17:46,Blocking Driveway,2022-07-09
40.488275,-73.970326,16:28,Fire Hydrant,2023-09-26
40.496704,-73.75723,02:06,Expired Meter,2022-06-17
40.905111,-73.827047,02:13,Double Parking,2024-01-21
40.858151,-74.022094,22:56,No Standing,2022-04-18
40.762016,-73.734061,00:29,Street Cleaning,2024-11-05
40.494078,-74.218176,02:36,Double Parking,2022-05-18
40.878416,-74.031356,13:20,No Parking,2023-11-13
40.648859,-74.193003,19:04,Expired Registration,2022-11-24
40.497437,-73.785182,09:50,Blocking Driveway,2023-09-04
40.74441,-74.101816,21:01,Fire Hydrant,2023-07-13
40.546214,-74.136261,17:18,Expired Meter,2024-07-26
40.608604,-73.763545,00:35,Bus Stop,2024-11-12
40.539633,-74.235761,17:35,Parking in No Standing Zone,2024-10-13
40.611525,-73.841027,13:57,Bus Stop,2024-06-07
40.540109,-74.156303,03:11,Expired Registration,2024-05-07
40.852561,-73.78343,17:04,Blocking Driveway,2024-08-21
40.773076,-74.119041,15:21,Street Cleaning,2022-12-19
40.53384,-73.892887,02:57,Double Parking,2022-05-20
40.617289,-74.007324,22:37,Expired Meter,2024-11-10
40.726356,-74.055458,00:20,Double Parking,2023-07-06
40.823248,-73.861194,11:08,Street Cleaning,2024-07-09
40.863845,-74.000507,17:06,Expired Meter,2023-05-16
40.761572,-74.213301,06:16,Parking in No Standing Zone,2023-03-18
40.797613,-73.760681,18:37,No Standing,2024-11-01
40.816002,-74.140231,17:57,Bus Stop,2022-09-09
40.68522,-73.825997,18:46,Blocking Driveway,2023-07-08
40.536335,-73.979122,16:00,Double Parking,2022-07-12
40.850682,-73.808486,16:08,Fire Hydrant,2024-11-06
40.54749,-73.942676,04:47,Fire Hydrant,2024-11-28
40.890825,-74.236517,08:23,Double Parking,2023-04-03
40.496244,-74.143575,14:56,No Parking,2023-07-16
40.494966,-73.896769,20:53,Blocking Driveway,2022-12-17
40.844911,-74.111985,12:41,No Standing,2024-10-06
40.638204,-73.894081,12:58,Double Parking,2022-09-09
40.704707,-74.061936,15:56,Expired Registration,2023-08-26
40.480304,-73.766307,02:32,Blocking Driveway,2023-03-08
40.57051,-74.154676,03:42,Double Parking,2023-10-23
40.659913,-74.074603,15:30,Double Parking,2022-08-22
40.737466,-73.897476,01:08,Expired Registration,2023-01-08
40.738151,-74.18383,04:03,Expired Meter,2024-01-19
40.591086,-74.158513,20:01,Blocking Driveway,2023-10-19
40.894381,-74.138089,15:10,Double Parking,2024-08-28
40.842926,-73.923411,21:32,Blocking Driveway,2024-03-20
40.551231,-73.87606,02:14,No Standing,2023-10-19
40.64708,-74.198442,16:43,No Standing,2022-09-28
40.841232,-73.920801,19:02,Bus Stop,2022-08-20
40.698966,-74.193444,19:34,No Parking,2023-11-05
40.872246,-73.82618,13:23,No Parking,2024-07-17
40.784502,-74.019442,18:51,Expired Registration,2023-07-12
40.520415,-74.1843,02:18,Expired Registration,2023-04-28
40.863353,-74.030789,23:50,No Parking,2022-01-23
40.73183,-74.193269,06:44,Street Cleaning,2022-07-21
40.657374,-74.199552,08:16,Bus Stop,2023-11-19
40.663852,-74.054815,06:26,Bus Stop,2023-11-13
40.822424,-73.989545,15:16,Blocking Driveway,2023-09-18
40.731682,-73.826558,21:07,Double Parking,2023-12-05
40.673991,-73.868395,16:25,Street Cleaning,2022-02-07
40.829936,-73.916044,05:24,No Parking,2024-12-02
40.831483,-73.799147,02:04,Blocking Driveway,2023-10-14
40.575023,-74.214382,12:39,Bus Stop,2022-12-13
40.603504,-73.720776,15:28,No Parking,2022-03-21
40.566192,-73.892099,01:50,Expired Registration,2024-05-07
40.702143,-73.868876,01:23,Double Parking,2024-03-22
40.765739,-73.714007,12:22,No Standing,2022-05-25
40.65588,-74.147187,02:58,Parking in No Standing Zone,2022-12-23
40.719331,-73.853406,11:52,Blocking Driveway,2024-10-12
40.577015,-73.72104,00:16,Expired Meter,2023-07-19
40.656621,-74.199618,10:07,Bus Stop,2022-09-10
40.898543,-73.769616,14:24,Expired Registration,2024-05-23
40.690294,-74.123183,14:57,Expired Registration,2023-08-22
40.856863,-73.989823,20:50,Double Parking,2023-02-13
40.775377,-74.130638,16:34,No Parking,2023-07-12
40.7859,-74.111967,21:47,Street Cleaning,2023-02-13
40.510868,-73.738729,06:57,Expired Registration,2023-06-12
40.595847,-73.729945,23:12,Double Parking,2024-04-16
40.801136,-73.771499,07:53,Expired Registration,2022-04-07
40.634123,-73.823907,21:31,Expired Registration,2022-02-22
40.480316,-73.780244,19:20,Fire Hydrant,2022-08-12
40.872753,-73.766892,05:48,Bus Stop,2024-05-16
40.600773,-74.135017,16:51,No Standing,2024-03-02
40.687956,-73.956973,21:49,Expired Meter,2024-06-13
40.678658,-74.19185,22:00,No Parking,2024-08-11
40.77414,-74.047114,19:55,Blocking Driveway,2022-06-12
40.559785,-74.112246,10:23,Expired Meter,2023-08-20
40.696959,-74.141476,12:17,Fire Hydrant,2024-06-12
40.556587,-74.185833,03:46,Blocking Driveway,2024-11-08
40.831359,-73.948832,23:09,Fire Hydrant,2023-04-05
40.832055,-74.16043,20:33,Bus Stop,2023-03-28
40.794591,-73.820334,18:03,No Standing,2023-05-18
40.520969,-74.167841,20:06,Fire Hydrant,2022-05-16
40.80517,-74.113967,08:22,No Parking,2023-09-18
40.658657,-74.062946,18:36,Bus Stop,2024-10-07
40.554232,-73.823141,16:31,Fire Hydrant,2023-06-22
40.869016,-74.046196,04:55,Expired Meter,2023-08-21
40.759384,-73.74031,18:25,Parking in No Standing Zone,2023-11-20
40.512225,-74.067116,09:45,Blocking Driveway,2023-06-21
40.74389,-74.038159,18:33,Fire Hydrant,2023-06-24
40.659638,-74.156363,07:42,Blocking Driveway,2022-03-24
40.891381,-73.867621,12:06,Parking in No Standing Zone,2022-04-06
40.505481,-73.768175,12:33,Parking in No Standing Zone,2024-01-01
40.523149,-73.913766,09:14,Double Parking,2022-11-13
40.802089,-74.011506,05:01,No Parking,2022-03-17
40.769494,-73.778412,17:59,Blocking Driveway,2023-08-15
40.71887,-74.183611,18:38,Fire Hydrant,2024-09-06
40.755187,-73.90385,20:40,Bus Stop,2024-07-17
40.613713,-74.065137,02:28,Blocking Driveway,2024-04-26
40.638418,-74.113946,16:52,Expired Meter,2023-01-01
40.628778,-73.996959,15:19,No Parking,2022-12-16
40.814536,-73.813277,00:35,Street Cleaning,2024-04-26
40.560409,-73.766236,05:45,No Standing,2023-07-08
40.842074,-74.135855,07:33,Expired Registration,2022-07-21
40.832894,-73.876591,17:51,Blocking Driveway,2023-11-24
40.65916,-73.78226,03:40,Fire Hydrant,2022-03-10
40.749324,-74.107059,10:01,Expired Meter,2024-08-07
40.499248,-73.960212,08:08,Fire Hydrant,2022-02-10
40.797473,-74.129029,06:21,No Standing,2022-01-16
40.614556,-73.81244,01:21,Parking in No Standing Zone,2023-08-23
40.848729,-73.727416,12:04,Bus Stop,2022-05-25
40.684359,-74.151722,00:07,Double Parking,2023-07-27
40.646788,-73.714383,06:29,Parking in No Standing Zone,2022-12-02
40.706805,-73.710392,09:59,Street Cleaning,2023-07-22
40.547221,-73.852234,03:16,Fire Hydrant,2024-09-17
40.758477,-74.148073,03:15,No Standing,2022-11-07
40.620251,-74.165596,12:50,Double Parking,2023-10-04
40.481331,-74.235638,19:09,Street Cleaning,2024-08-23
40.816705,-74.120139,19:21,No Parking,2023-02-22
40.503713,-73.898976,03:08,Fire Hydrant,2024-09-26
40.579823,-73.710638,14:46,Double Parking,2024-06-26
40.4868,-74.04804,01:31,Fire Hydrant,2024-03-09
40.723483,-73.955874,05:34,Street Cleaning,2023-04-19
40.619884,-73.997408,02:33,Expired Meter,2024-09-06
40.675219,-73.801291,00:49,Bus Stop,2024-06-15
40.644255,-74.155442,11:49,Expired Registration,2022-10-28
40.582514,-73.856275,12:12,Bus Stop,2024-09-27
40.778155,-73.831284,10:26,Street Cleaning,2022-10-10
40.526026,-73.966788,04:11,No Parking,2022-01-27
40.566355,-73.987924,20:53,No Standing,2022-01-19
40.767017,-73.965324,01:23,Double Parking,2024-10-09
40.744141,-74.219503,02:29,No Parking,2022-11-16
40.63628,-73.843719,22:03,Expired Registration,2023-06-26
40.594412,-74.236387,06:33,Parking in No Standing Zone,2022-05-03
40.521959,-74.13003,16:42,Double Parking,2023-04-07
40.728326,-73.72973,13:47,Parking in No Standing Zone,2024-12-18
40.814718,-73.936974,21:27,Parking in No Standing Zone,2024-08-23
40.550829,-74.158312,21:10,Bus Stop,2023-09-11
40.91691,-74.011589,10:54,Street Cleaning,2023-06-18
40.658914,-73.905308,07:36,Bus Stop,2024-06-20
40.571571,-73.831299,14:28,No Standing,2024-05-12
40.477486,-74.239734,16:08,Blocking Driveway,2023-10-01
40.480292,-73.709119,22:52,Blocking Driveway,2022-06-01
40.881993,-73.973453,03:02,Fire Hydrant,2024-10-05
40.63396,-74.181771,07:16,Blocking Driveway,2023-10-08
40.517857,-74.035733,23:20,Fire Hydrant,2022-12-03
40.553512,-73.797778,03:38,Blocking Driveway,2024-12-19
40.493851,-73.80748,01:58,Street Cleaning,2023-02-25
40.630559,-73.802563,07:47,Expired Registration,2023-02-28
40.886193,-73.904947,09:33,No Parking,2024-07-02
40.617963,-73.943483,07:09,No Parking,2023-09-23
40.773934,-73.701871,16:05,Double Parking,2023-10-19
40.667538,-73.819756,02:30,Expired Registration,2022-03-11
40.805488,-73.952847,16:27,Expired Meter,2023-02-13
40.812847,-73.990409,20:36,Double Parking,2022-08-13
40.724426,-73.702032,02:17,No Standing,2024-04-08
40.619766,-73.742784,13:27,Street Cleaning,2022-02-22
40.630725,-74.079903,09:10,Street Cleaning,2024-11-01
40.74866,-73.705898,14:02,Double Parking,2023-10-05
40.565301,-74.050246,23:03,Double Parking,2024-02-04
40.895124,-73.741336,22:51,Parking in No Standing Zone,2023-01-11
40.611713,-73.995846,17:13,Double Parking,2023-04-24
40.717936,-73.839877,23:09,No Parking,2024-08-20
40.643182,-73.752895,05:03,Blocking Driveway,2024-01-09
40.565746,-73.869951,20:00,Parking in No Standing Zone,2023-01-15
40.648482,-74.107519,03:01,Blocking Driveway,2024-06-28
40.859234,-73.896274,22:06,Street Cleaning,2022-07-17
40.690748,-73.925497,16:29,Bus Stop,2022-03-07
40.885179,-74.247094,10:31,No Standing,2022-09-10
40.805081,-74.248835,20:19,Double Parking,2024-06-12
40.915837,-73.712363,08:56,No Standing,2023-01-21
40.869355,-73.803838,07:09,Street Cleaning,2022-09-09
40.872337,-73.892072,16:43,Expired Registration,2022-12-13
40.861563,-73.875539,04:27,Blocking Driveway,2023-04-19
40.877866,-74.075129,20:08,Expired Registration,2024-03-07
40.715704,-73.812081,22:57,Bus Stop,2022-05-23
40.87779,-74.018823,05:20,Parking in No Standing Zone,2022-11-19
40.722741,-73.729116,04:46,No Parking,2022-03-11
40.814344,-73.76737,14:47,Blocking Driveway,2023-07-10
40.544291,-74.154101,19:39,Blocking Driveway,2022-03-01
40.743987,-73.916973,21:01,Street Cleaning,2024-04-08
40.512385,-73.823411,19:30,Street Cleaning,2022-09-28
40.558386,-74.042626,06:14,No Parking,2023-03-06
40.657261,-73.717823,23:42,Double Parking,2023-07-08
40.810973,-74.22215,22:20,Fire Hydrant,2023-10-16
40.868116,-74.020225,12:46,Street Cleaning,2022-10-24
40.650905,-73.734403,16:41,No Parking,2024-10-18
40.70659,-74.006786,17:25,No Parking,2022-04-17
40.7229,-73.97074,09:28,No Standing,2024-01-07
40.866712,-73.826847,13:18,Expired Registration,2023-08-06
40.881958,-73.873623,20:28,Parking in No Standing Zone,2022-08-27
40.795509,-74.195871,04:25,No Standing,2024-12-18
40.619788,-74.245182,06:56,Fire Hydrant,2023-10-23
40.517097,-74.078039,05:45,Parking in No Standing Zone,2024-12-26
40.517542,-73.864531,16:45,No Standing,2024-06-03
40.79737,-73.714261,17:24,No Parking,2024-03-13
40.815588,-73.749424,04:10,Expired Meter,2024-11-28
40.556137,-73.861279,23:49,Fire Hydrant,2023-05-10
40.604521,-74.158145,19:48,Blocking Driveway,2022-04-01
40.482774,-73.981075,00:38,Fire Hydrant,2023-09-26
40.582114,-73.930103,14:05,Expired Registration,2023-08-14
40.741565,-74.122379,20:35,Double Parking,2024-05-20
40.498934,-74.176269,04:54,No Parking,2024-06-02
40.771012,-73.790901,01:06,No Standing,2023-06-03
40.914842,-74.168962,22:44,Expired Registration,2023-10-22
40.729319,-73.945012,11:59,No Parking,2023-12-19
40.518394,-74.091884,02:48,No Standing,2023-07-27
40.848625,-74.222826,22:55,Blocking Driveway,2023-03-04
40.622318,-74.027933,19:03,Parking in No Standing Zone,2022-12-07
40.728916,-73.711937,23:44,Expired Registration,2024-02-16
40.888499,-73.708066,10:16,Bus Stop,2023-07-20
40.730578,-73.910893,15:33,Fire Hydrant,2022-10-19
40.6942,-74.158586,09:12,No Parking,2024-04-23
40.529435,-73.999368,06:51,Expired Registration,2022-12-28
40.917154,-74.027775,20:13,No Parking,2023-06-18
40.7594,-73.873587,09:32,Bus Stop,2023-02-10
40.619991,-74.255674,12:46,Expired Registration,2024-06-11
40.74856,-74.242832,10:59,Fire Hydrant,2022-04-11
40.880695,-73.813674,04:40,Fire Hydrant,2024-03-16
40.870084,-73.959096,13:59,No Parking,2023-08-26
40.845014,-74.091857,17:34,No Parking,2024-11-11
40.569077,-73.876115,08:53,No Parking,2023-02-05
40.626695,-74.049453,19:24,Expired Meter,2024-03-19
40.739403,-73.776052,10:45,No Parking,2023-12-28
40.596913,-74.210606,09:13,Bus Stop,2022-06-15
40.610481,-74.196396,14:32,No Parking,2022-04-03
40.829131,-73.753501,15:46,Bus Stop,2022-04-11
40.61402,-74.076216,04:13,No Parking,2022-09-22
40.679614,-73.860368,09:59,No Parking,2024-02-01
40.77984,-73.927072,01:06,Bus Stop,2022-06-15
40.814673,-73.842559,09:40,Double Parking,2022-10-25
40.618652,-74.151525,14:42,Parking in No Standing Zone,2023-09-11
40.597422,-74.171107,17:32,Parking in No Standing Zone,2022-01-20
40.568335,-74.063377,22:51,Blocking Driveway,2023-05-05
40.730111,-74.163409,17:28,No Parking,2023-10-11
40.534659,-73.9961,12:03,Parking in No Standing Zone,2024-01-04
40.66513,-74.159102,22:44,Fire Hydrant,2024-10-21
40.748702,-74.084539,21:51,Bus Stop,2022-12-25
40.511976,-73.743541,02:52,Fire Hydrant,2023-10-05
40.520215,-74.085684,14:30,Double Parking,2024-12-25
40.894467,-74.178803,12:11,Street Cleaning,2024-05-12
40.82462,-73.766101,02:30,Parking in No Standing Zone,2023-08-01
40.632104,-74.001404,11:38,Expired Registration,2022-05-25
40.533479,-74.201592,17:41,Parking in No Standing Zone,2024-02-11
40.826228,-73.961455,07:39,Double Parking,2023-10-14
40.718607,-73.714987,06:52,Expired Registration,2023-02-11
40.667192,-73.711459,22:15,Expired Meter,2024-06-18
40.769082,-74.21558,15:07,Expired Registration,2024-10-27
40.739792,-74.077311,09:25,Parking in No Standing Zone,2022-08-06
40.740754,-73.876106,15:41,No Parking,2024-07-11
40.517253,-73.802623,00:48,Expired Meter,2024-11-26
40.76832,-74.006023,18:28,Double Parking,2023-07-20
40.567932,-73.768882,21:19,No Standing,2023-10-26
40.793372,-73.747824,19:32,No Standing,2022-10-01
40.85053,-73.782805,01:00,Bus Stop,2022-06-18
40.838696,-74.05839,13:44,Expired Registration,2023-01-08
40.650957,-74.081362,13:34,Double Parking,2023-07-13
40.769027,-73.993789,11:53,No Standing,2022-09-13
40.545308,-73.701821,00:04,No Parking,2024-03-05
40.540787,-73.764713,02:08,No Standing,2024-07-05
40.856039,-73.759855,19:11,Fire Hydrant,2024-10-14
40.701644,-73.95067,07:11,No Standing,2023-07-12
40.743533,-73.936206,16:17,No Standing,2024-04-23
40.885274,-73.937092,15:45,Street Cleaning,2022-01-19
40.527215,-73.990068,23:46,Bus Stop,2024-02-05
40.910372,-73.709524,02:33,Expired Registration,2023-08-17
40.516334,-73.995141,02:43,Bus Stop,2024-11-22
40.828723,-74.084506,00:30,Fire Hydrant,2022-06-18
40.703074,-73.99694,11:51,Blocking Driveway,2024-06-14
40.60471,-74.239363,23:50,Expired Registration,2024-12-10
40.592047,-73.90751,01:42,Blocking Driveway,2024-03-19
40.833476,-73.910294,04:32,Parking in No Standing Zone,2023-08-03
40.852206,-74.103866,08:54,Blocking Driveway,2022-10-09
40.483652,-74.196777,04:42,Fire Hydrant,2022-10-24
40.640171,-74.161104,05:51,Bus Stop,2024-04-16
40.856859,-74.067551,04:53,Fire Hydrant,2022-03-20
40.808766,-74.028386,14:46,Expired Meter,2023-04-22
40.570219,-73.848812,08:48,Parking in No Standing Zone,2023-01-21
40.500521,-73.999855,23:48,Bus Stop,2023-05-16
40.580258,-73.877223,04:33,No Standing,2023-08-09
40.482622,-73.741061,10:33,No Parking,2023-07-22
40.52026,-73.962266,20:54,Blocking Driveway,2023-07-20
40.624853,-74.109878,18:25,Fire Hydrant,2022-05-21
40.817741,-73.840583,06:33,Street Cleaning,2024-11-19
40.775732,-73.704191,21:00,Parking in No Standing Zone,2023-09-01
40.482665,-74.204516,11:14,Blocking Driveway,2022-11-15
40.588285,-74.240081,19:42,Double Parking,2024-02-02
40.895805,-73.902603,19:08,No Standing,2024-02-03
40.766345,-73.756327,22:11,Blocking Driveway,2024-03-04
40.607069,-73.890091,08:49,No Standing,2022-11-15
40.782116,-73.886123,02:17,No Parking,2023-05-06
40.645908,-74.073246,08:11,Fire Hydrant,2022-05-27
40.507949,-73.711897,05:41,Fire Hydrant,2022-10-13
40.525131,-73.957049,20:06,Fire Hydrant,2023-04-20
40.792319,-74.201393,23:16,Fire Hydrant,2022-02-19
40.48566,-73.981034,01:42,No Standing,2024-11-01
40.594685,-73.867979,16:45,Fire Hydrant,2023-10-01
40.687877,-74.033434,07:00,No Standing,2024-02-18
40.897419,-73.802096,17:59,Street Cleaning,2023-02-19
40.62418,-74.08991,02:23,Bus Stop,2022-11-21
40.853041,-74.069107,06:11,Bus Stop,2023-05-21
40.494714,-74.044468,12:57,Parking in No Standing Zone,2022-05-23
40.754998,-74.058381,23:12,Expired Meter,2022-11-15
40.493114,-74.244929,12:04,Bus Stop,2024-04-16
